GHI (kWh/m²/day),DNI (kWh/m²/day),DHI (% of GHI),Snowfall (mm/year),Quarter1-Cloud cover,Quarter1-Sunshine duration,Quarter1-Ambient temperature,Quarter1-Relative humidity,Quarter1-Precipitation,Quarter2-Cloud cover,Quarter2-Sunshine duration,Quarter2-Ambient temperature,Quarter2-Relative humidity,Quarter2-Precipitation,Quarter3-Cloud cover,Quarter3-Sunshine duration,Quarter3-Ambient temperature,Quarter3-Relative humidity,Quarter3-Precipitation,Quarter4-Cloud cover,Quarter4-Sunshine duration,Quarter4-Ambient temperature,Quarter4-Relative humidity,Quarter4-Precipitation,YearlyCloud cover,Sunshine duration,Ambient temperature,Relative humidity,Precipitation,Label (Yes/No)
2.645,2.917,39.57,309.9,97.63,3.0,7.66,92.76,501.59,90.81,0.34,11.61,72.83,406.99,82.92,2.31,38.57,85.49,485.75,86.04,3.74,34.98,89.31,437.63,89.35,2.35,23.2,85.1,1831.96,No
5.443,6.164,24.81,40.8,43.1,10.59,26.47,67.8,75.18,14.37,11.12,23.78,62.35,334.91,12.5,11.3,23.97,45.52,234.97,47.06,6.11,24.54,54.39,271.02,29.26,9.78,24.69,57.52,916.08,Yes
5.563,5.226,23.73,54.7,29.23,11.55,29.39,25.58,66.64,41.48,11.02,25.9,47.72,236.97,27.56,10.08,17.17,68.06,281.31,35.25,7.9,18.22,40.47,248.09,33.38,10.14,22.67,45.46,833.01,Yes
1.883,1.869,39.72,163.0,92.73,3.47,13.41,72.09,596.64,55.83,4.46,35.14,86.32,431.1,89.34,1.85,6.13,84.12,720.99,64.87,5.43,-2.32,72.51,636.96,75.69,3.8,13.09,78.76,2385.69,No
5.169,5.681,17.61,32.5,47.28,10.07,31.53,33.56,203.92,48.86,7.91,18.21,45.54,145.43,16.38,11.33,34.81,48.43,290.5,44.36,10.21,15.88,27.88,26.62,39.22,9.88,25.11,38.85,666.47,Yes
4.971,5.122,17.38,37.3,19.09,6.44,27.07,53.41,232.31,28.54,8.28,32.27,45.95,179.69,11.03,8.05,22.6,39.94,217.56,31.34,9.65,30.3,60.65,269.3,22.5,8.1,28.06,49.99,898.86,Yes
5.272,6.305,23.6,96.9,36.02,10.05,27.5,51.14,55.17,31.75,8.32,23.85,46.18,48.15,24.38,6.38,34.59,25.93,96.95,45.65,8.9,17.71,39.21,43.45,34.45,8.41,25.91,40.62,243.72,Yes
3.321,2.104,54.24,287.8,66.15,2.47,30.47,85.5,377.73,96.12,0.4,41.93,70.84,664.12,76.73,3.03,-1.36,77.16,666.58,94.56,3.17,12.67,71.8,630.82,83.39,2.27,20.93,76.32,2339.25,No
4.719,5.346,20.33,40.6,16.77,11.86,32.07,44.92,226.22,19.09,9.26,28.9,45.76,371.36,34.45,8.23,30.44,28.52,144.19,23.88,8.59,30.64,44.21,297.76,23.55,9.48,30.51,40.85,1039.53,Yes
4.384,5.432,17.77,92.1,33.33,9.56,22.1,22.6,11.9,26.93,6.51,27.14,64.05,331.09,36.36,7.27,32.26,64.3,73.75,39.5,7.72,31.05,69.86,11.26,34.03,7.76,28.14,55.2,428.0,Yes
2.53,3.351,27.61,123.0,56.24,2.69,5.56,78.61,617.96,67.93,3.34,15.62,75.07,402.76,61.81,0.35,25.93,93.87,502.4,69.36,4.9,6.13,73.57,562.92,63.84,2.82,13.31,80.28,2086.04,No
4.013,5.412,18.39,32.3,35.8,11.11,27.18,62.66,99.22,30.78,8.7,15.23,47.84,248.07,33.68,10.42,26.43,23.34,43.67,33.86,7.65,16.59,41.48,207.87,33.53,9.47,21.36,43.83,598.83,Yes
3.861,2.531,44.84,454.1,66.07,4.04,32.86,79.92,436.63,75.15,2.14,8.32,99.2,563.31,92.82,1.17,41.97,93.83,678.26,69.49,2.91,24.67,93.69,693.4,75.88,2.56,26.96,91.66,2371.6,No
1.578,2.341,45.04,117.0,80.49,3.14,34.17,70.87,667.82,76.04,2.22,43.27,74.8,578.0,66.05,3.16,22.61,72.68,622.93,81.72,4.62,-0.47,78.92,618.79,76.07,3.28,24.9,74.32,2487.54,No
3.459,3.963,27.3,420.4,62.09,1.19,29.67,71.32,548.71,50.07,3.33,18.1,97.46,645.1,56.3,2.13,41.58,91.76,597.85,77.95,2.39,24.26,93.15,422.83,61.6,2.26,28.4,88.42,2214.49,No
3.977,2.44,58.19,404.4,58.42,0.27,5.72,93.36,611.89,61.22,4.45,2.07,94.66,672.81,98.63,0.9,40.33,80.23,531.02,73.42,3.76,44.74,88.0,722.52,72.92,2.35,23.22,89.06,2538.24,No
1.588,2.244,57.91,483.4,90.63,2.1,2.18,87.87,617.44,71.23,4.15,32.33,93.49,563.36,89.58,0.15,29.02,77.07,476.45,54.57,1.15,44.6,82.46,722.91,76.5,1.89,27.03,85.22,2380.16,No
3.392,1.679,54.75,431.7,73.63,3.36,30.67,90.3,381.2,56.12,0.98,32.78,83.2,579.56,88.63,2.05,32.44,83.27,516.44,66.65,5.79,33.6,70.61,734.03,71.26,3.04,32.37,81.84,2211.23,No
4.813,5.866,21.5,84.9,36.3,9.41,16.87,38.39,99.45,19.76,11.84,22.86,64.6,236.68,41.79,9.02,26.54,44.63,73.22,38.9,7.68,15.49,52.27,66.42,34.19,9.49,20.44,49.97,475.77,Yes
4.752,5.872,22.94,20.2,48.36,9.01,33.34,55.34,270.91,13.4,7.32,15.18,55.81,129.16,41.47,8.03,31.39,26.53,65.01,23.64,8.45,21.97,58.18,36.36,31.72,8.2,25.47,48.96,501.44,Yes
5.371,4.232,18.77,31.7,31.44,9.97,29.07,26.84,304.86,37.14,11.33,23.99,64.69,324.67,27.54,8.29,33.66,55.76,348.09,41.88,9.66,17.32,34.57,363.32,34.5,9.81,26.01,45.46,1340.94,Yes
4.13,4.284,15.04,99.9,42.09,10.72,25.19,35.0,56.72,21.39,8.26,30.13,46.98,29.06,10.72,6.61,23.21,66.66,239.03,42.07,8.8,22.23,25.42,328.47,29.07,8.6,25.19,43.52,653.28,Yes
6.165,5.465,24.45,57.5,14.96,7.03,34.78,56.28,18.48,38.15,8.47,21.14,27.7,314.96,12.55,7.74,21.13,28.05,190.57,10.47,7.81,33.67,35.53,135.17,19.03,7.76,27.68,36.89,659.18,Yes
5.582,6.44,18.11,46.1,36.96,9.25,31.87,58.09,21.86,49.94,10.51,32.28,52.56,321.11,14.5,8.09,32.53,30.08,29.34,41.52,11.01,18.25,62.72,257.54,35.73,9.72,28.73,50.86,629.85,Yes
4.664,6.09,24.04,53.9,11.27,11.56,29.04,40.7,224.39,27.19,8.79,32.74,28.05,38.88,10.11,7.88,17.95,31.0,4.21,19.09,8.0,15.63,50.4,213.3,16.92,9.06,23.84,37.54,480.78,Yes
4.852,4.119,23.66,17.0,47.23,8.87,21.81,57.09,328.81,24.83,8.44,23.66,66.12,259.71,19.91,7.11,19.61,33.18,86.32,36.34,6.7,22.75,51.25,109.07,32.08,7.78,21.96,51.91,783.91,Yes
3.738,1.658,57.08,266.2,57.77,4.1,34.85,71.42,745.2,84.85,1.93,2.56,81.78,457.71,74.71,4.69,28.01,83.08,419.6,97.86,1.62,8.89,89.37,663.94,78.8,3.08,18.58,81.41,2286.45,No
1.806,1.745,38.47,496.8,78.45,3.73,18.55,89.87,733.75,79.43,0.39,19.64,99.78,520.28,79.69,0.64,2.06,96.24,487.63,65.27,2.32,43.32,72.53,682.04,75.71,1.77,20.89,89.6,2423.7,No
5.436,5.739,24.24,71.2,24.73,10.28,15.81,39.32,152.37,16.67,6.14,17.67,52.73,300.86,49.53,8.08,26.99,66.86,62.64,38.71,10.53,16.78,63.06,304.91,32.41,8.76,19.31,55.49,820.78,Yes
2.371,2.799,57.78,394.1,78.86,0.98,2.47,85.07,648.27,87.55,1.36,0.0,81.53,719.31,77.27,1.92,11.18,73.96,552.46,89.57,5.81,20.08,75.02,631.11,83.31,2.52,8.43,78.9,2551.15,No
2.693,3.426,43.98,480.4,52.74,1.75,6.04,93.03,571.42,56.92,1.71,21.13,99.88,511.61,57.84,2.98,10.51,86.98,550.02,84.47,5.49,5.03,94.64,730.97,62.99,2.98,10.68,93.63,2364.02,No
2.711,1.525,49.41,255.7,81.65,3.64,19.04,98.33,383.68,85.61,2.46,30.69,90.26,378.84,64.27,1.13,3.35,91.85,464.83,73.74,1.48,24.01,91.62,499.15,76.32,2.18,19.27,93.02,1726.5,No
4.009,4.274,18.51,8.4,43.84,11.18,30.11,32.12,196.22,17.37,7.69,25.32,56.75,35.5,21.87,11.56,23.58,66.94,371.78,31.07,7.73,30.82,27.97,94.52,28.54,9.54,27.46,45.94,698.02,Yes
5.099,4.151,22.49,56.5,27.92,7.86,25.05,36.93,283.88,31.76,11.26,25.87,31.91,319.16,32.29,7.24,27.47,37.89,316.65,28.13,10.36,16.91,39.8,368.72,30.02,9.18,23.82,36.63,1288.41,Yes
5.699,5.128,18.34,30.4,26.44,6.14,28.37,62.26,132.99,11.84,11.92,20.27,26.33,138.66,39.54,7.76,26.49,40.78,44.16,23.21,10.35,27.24,25.99,61.25,25.26,9.04,25.59,38.84,377.06,Yes
1.59,1.809,47.92,196.0,81.55,2.49,29.64,84.79,490.71,57.29,2.05,26.74,92.21,435.13,83.21,1.08,6.09,85.94,483.45,83.08,5.73,2.44,87.12,721.24,76.28,2.84,16.23,87.52,2130.53,No
6.476,5.753,17.09,40.6,23.38,8.06,30.21,49.21,14.28,45.1,7.78,34.94,67.71,352.7,42.45,7.32,25.65,31.22,97.38,34.44,6.25,34.39,65.93,142.79,36.34,7.35,31.3,53.52,607.15,Yes
5.139,5.785,22.93,49.4,44.28,9.28,23.23,25.39,147.53,39.36,11.53,20.03,37.76,57.74,37.63,11.76,27.82,50.85,207.56,13.54,10.38,27.04,53.07,337.05,33.7,10.74,24.53,41.77,749.88,Yes
5.395,4.142,16.7,28.5,21.31,10.04,15.37,57.78,99.5,22.4,9.17,19.32,64.22,32.01,27.78,11.1,27.32,34.62,157.79,38.27,11.84,32.86,37.12,374.32,27.44,10.54,23.72,48.44,663.62,Yes
2.402,3.158,44.76,469.6,55.08,1.32,33.32,81.06,437.17,75.17,3.91,-2.76,78.75,678.53,76.01,0.21,9.1,89.17,449.76,91.37,4.06,18.57,97.47,521.93,74.41,2.38,14.56,86.61,2087.39,No
5.973,5.333,20.78,5.3,20.21,9.83,32.18,65.85,187.66,31.82,11.0,25.75,45.84,339.41,41.6,11.45,19.36,46.22,315.93,14.45,10.77,18.66,60.41,229.5,27.02,10.76,23.99,54.58,1072.5,Yes
3.841,3.836,55.77,364.1,61.06,0.3,-0.03,79.72,563.96,99.66,2.61,21.23,90.85,442.78,96.64,3.17,8.81,98.05,609.54,74.18,3.48,32.42,74.64,699.31,82.88,2.39,15.61,85.82,2315.59,No
2.131,3.121,51.68,284.8,66.75,5.46,1.79,91.62,633.81,84.51,5.61,31.41,79.05,507.53,69.56,0.18,40.68,72.21,637.42,86.51,5.06,22.67,91.76,488.52,76.83,4.08,24.14,83.66,2267.28,No
1.778,1.602,36.69,350.4,89.67,3.28,24.04,94.0,573.32,80.56,3.1,39.02,77.07,474.0,56.4,4.92,15.59,80.44,743.01,96.34,5.83,2.11,96.74,498.27,80.74,4.28,20.19,87.06,2288.6,No
3.227,3.025,26.43,405.1,82.09,5.78,24.36,79.12,518.07,58.79,4.34,30.39,76.02,434.43,53.85,5.47,6.65,80.32,480.19,70.68,4.28,38.53,75.48,632.4,66.35,4.97,24.98,77.74,2065.09,No
4.309,6.45,18.94,22.7,16.85,10.01,27.19,52.18,33.0,45.74,8.34,21.27,43.12,146.27,44.54,11.58,21.07,63.2,293.07,47.23,7.47,26.54,33.73,309.04,38.59,9.35,24.02,48.06,781.38,Yes
5.305,4.95,15.45,33.5,25.66,11.94,19.16,47.24,370.24,41.68,11.96,34.37,44.48,261.14,14.42,8.65,31.18,45.27,263.51,39.83,7.52,32.51,42.99,78.82,30.4,10.02,29.3,45.0,973.71,Yes
3.949,2.559,31.84,238.4,86.85,3.95,33.92,72.2,592.64,96.61,0.65,-0.28,91.5,493.19,82.93,3.27,44.3,96.67,629.28,63.08,1.57,39.11,87.56,670.98,82.37,2.36,29.26,86.98,2386.09,No
5.12,4.686,18.93,38.8,21.47,7.61,32.22,23.49,254.1,16.91,8.07,16.23,33.5,288.16,45.4,7.33,24.27,43.52,327.59,40.51,9.08,28.41,62.37,3.58,31.07,8.02,25.28,40.72,873.43,Yes
5.228,5.697,16.46,25.8,33.44,7.91,24.99,38.7,240.21,29.49,6.03,27.99,41.11,128.14,13.77,7.32,19.48,66.77,162.19,11.68,6.83,16.58,49.44,69.98,22.1,7.02,22.26,49.0,600.52,Yes
5.841,6.419,16.15,58.1,37.68,11.34,32.48,68.9,192.03,43.23,8.56,23.45,32.67,306.84,49.43,7.54,16.12,60.78,232.59,48.39,7.51,16.42,44.62,32.05,44.68,8.74,22.12,51.74,763.51,Yes
4.697,5.307,18.45,10.5,48.33,11.13,16.57,55.99,130.34,49.79,7.81,19.77,48.39,313.17,17.7,10.26,16.23,65.95,30.4,46.57,8.94,23.96,68.67,371.39,40.6,9.54,19.13,59.75,845.3,Yes
2.192,2.105,55.43,350.2,50.07,2.12,37.89,70.82,376.22,64.06,5.48,40.07,85.56,582.46,66.6,1.46,35.76,73.19,557.76,81.72,0.62,20.98,87.33,653.44,65.61,2.42,33.67,79.22,2169.88,No
4.624,4.831,24.66,24.1,46.07,9.48,17.47,43.37,355.71,26.74,11.18,20.13,48.55,316.44,46.83,8.91,27.79,20.15,94.96,21.15,6.56,20.59,36.06,363.29,35.2,9.03,21.49,37.03,1130.4,Yes
2.288,2.392,39.2,480.7,62.93,2.96,42.57,84.28,698.85,52.94,5.72,4.38,99.4,440.84,72.22,1.85,16.66,77.52,736.99,65.29,3.92,1.87,94.73,578.44,63.34,3.61,16.37,88.98,2455.12,No
1.697,2.829,35.63,253.2,89.57,3.97,17.31,87.33,662.57,87.29,1.11,10.05,80.45,445.33,50.61,1.04,35.41,86.38,503.12,80.42,4.44,12.72,83.98,399.08,76.97,2.64,18.87,84.54,2010.1,No
2.819,2.286,32.9,487.8,95.63,2.67,1.84,91.84,470.89,58.43,2.29,21.49,72.92,589.4,50.77,5.35,41.04,91.99,549.96,62.74,4.46,41.59,74.76,549.68,66.89,3.69,26.49,82.88,2159.93,No
2.519,2.583,37.21,379.6,56.27,5.8,33.95,78.94,390.96,85.57,4.41,43.18,77.61,406.02,95.76,1.55,31.08,71.82,660.22,56.35,4.17,21.62,98.66,388.84,73.49,3.98,32.46,81.76,1846.04,No
2.408,3.021,25.79,448.1,80.52,1.77,10.56,83.97,468.03,50.22,0.16,12.89,73.73,383.39,92.96,1.64,20.16,75.38,392.52,87.24,0.75,-3.71,87.62,380.05,77.74,1.08,9.98,80.18,1623.99,No
2.955,3.787,37.77,493.1,78.79,5.84,-3.65,91.84,681.23,52.66,3.47,35.1,86.83,398.93,84.67,0.36,35.87,71.29,426.52,63.76,3.8,43.82,73.53,428.52,69.97,3.37,27.78,80.87,1935.2,No
1.878,1.836,28.89,231.1,91.51,1.51,7.21,90.28,411.35,68.01,1.77,37.37,85.44,617.43,56.45,5.57,11.12,91.21,732.98,75.43,3.05,0.86,81.71,694.67,72.85,2.98,14.14,87.16,2456.43,No
1.962,3.938,37.83,264.9,70.23,4.9,5.91,94.93,621.4,61.01,0.39,33.75,76.57,708.4,56.49,3.7,29.61,89.73,493.51,93.78,4.62,20.51,88.1,587.39,70.38,3.4,22.44,87.33,2410.7,No
2.211,2.159,43.25,487.1,96.03,2.16,33.99,97.64,472.85,91.51,1.61,12.16,75.96,565.15,92.17,3.17,1.17,77.55,586.07,79.16,3.46,-1.15,92.61,716.04,89.72,2.6,11.54,85.94,2340.11,No
6.088,4.976,15.11,35.2,29.96,11.69,33.82,29.04,69.43,16.54,10.73,15.12,26.36,201.73,19.9,6.55,22.2,33.71,191.66,49.17,6.75,22.45,66.6,328.83,28.89,8.93,23.4,38.93,791.65,Yes
5.54,4.47,18.55,78.4,32.17,6.03,30.22,21.77,279.65,18.1,11.75,22.36,36.35,55.83,22.22,11.26,34.93,38.42,168.23,38.88,11.32,26.86,39.58,154.73,27.84,10.09,28.59,34.03,658.44,Yes
1.807,2.775,36.77,236.8,73.87,5.98,15.42,75.47,605.1,61.81,0.63,-2.49,70.69,536.69,71.34,1.11,34.2,73.88,718.24,79.38,0.17,43.15,79.24,543.74,71.6,1.97,22.57,74.82,2403.77,No
5.204,5.878,17.82,21.9,47.05,9.43,17.09,29.65,374.56,17.82,9.66,23.4,64.28,283.19,33.88,6.06,32.6,42.23,349.34,29.82,10.17,16.39,57.26,126.75,32.14,8.83,22.37,48.36,1133.84,Yes
3.315,1.748,51.44,144.2,95.72,1.66,23.78,73.51,476.06,70.2,2.92,-5.0,96.66,377.88,88.68,2.82,21.19,76.25,602.76,76.86,0.99,6.91,72.01,399.86,82.86,2.1,11.72,79.61,1856.56,No
5.946,4.821,19.72,79.9,11.86,6.95,22.96,31.5,126.71,49.93,10.95,32.68,66.85,127.85,21.88,7.4,31.6,53.98,88.56,25.08,9.04,25.56,64.44,142.71,27.19,8.58,28.2,54.19,485.83,Yes
3.317,2.054,31.94,444.7,80.8,5.93,1.73,80.68,491.71,94.01,1.53,12.67,74.29,665.78,61.89,0.41,16.76,81.74,441.6,56.68,5.38,-1.61,72.98,466.89,73.34,3.31,7.39,77.42,2065.98,No
4.449,4.594,24.71,18.1,44.18,8.95,19.94,63.54,166.99,30.59,8.16,26.86,28.18,146.66,48.78,7.55,28.13,36.26,290.05,15.23,11.82,24.08,31.8,27.56,34.7,9.12,24.75,39.94,631.26,Yes
6.382,4.817,18.54,50.6,47.64,11.26,17.05,39.64,207.51,30.13,7.16,32.18,53.85,314.22,44.35,10.49,23.78,50.53,60.14,36.95,7.08,28.88,31.48,44.08,39.77,9.0,25.47,43.88,625.95,Yes
2.459,1.865,26.55,163.8,97.88,4.37,21.39,98.25,607.17,86.28,1.7,24.45,74.3,526.68,51.66,1.3,-1.26,81.63,691.14,68.9,4.99,27.82,85.29,463.83,76.18,3.09,18.1,84.87,2288.82,No
5.22,4.408,19.95,41.2,45.61,6.06,34.53,51.22,56.94,11.87,9.23,19.7,35.06,91.92,36.01,9.32,16.56,46.33,296.7,13.25,11.34,26.57,67.53,55.55,26.68,8.99,24.34,50.04,501.11,Yes
3.774,2.109,45.28,292.7,88.58,2.27,30.45,82.09,416.65,55.36,0.71,-3.37,85.99,626.96,56.34,3.67,24.89,74.41,526.53,87.76,0.1,2.35,99.87,650.08,72.01,1.69,13.58,85.59,2220.22,No
4.131,5.448,24.83,41.8,18.48,9.13,27.98,35.76,268.04,49.0,11.38,20.83,36.34,139.33,25.78,6.6,30.24,38.27,329.93,47.08,6.15,34.77,55.5,195.15,35.08,8.32,28.46,41.47,932.45,Yes
3.566,2.021,38.58,356.3,93.74,3.96,36.95,84.22,643.99,99.0,0.92,41.35,85.67,616.21,93.89,2.46,15.93,85.82,382.16,74.83,1.75,41.4,72.63,547.25,90.36,2.27,33.91,82.08,2189.61,No
4.443,6.183,22.43,65.9,26.27,7.57,34.59,59.86,113.17,43.9,10.55,20.94,41.33,69.73,14.44,10.34,20.35,61.0,373.35,13.06,8.84,31.04,59.45,285.0,24.42,9.32,26.73,55.41,841.25,Yes
3.313,3.994,56.92,373.9,85.62,5.68,43.36,94.81,662.77,55.57,4.98,7.66,86.91,527.01,67.28,1.86,37.77,93.07,571.29,83.22,5.91,14.88,86.53,575.07,72.92,4.61,25.92,90.33,2336.14,No
6.161,5.161,22.44,61.9,42.12,8.59,30.72,43.12,352.86,29.45,8.78,30.7,61.08,207.93,17.19,8.81,34.36,57.65,304.19,11.31,8.81,27.93,61.5,18.48,25.02,8.75,30.93,55.84,883.46,Yes
6.027,4.112,17.96,28.0,15.84,7.74,21.2,46.09,248.89,25.24,10.32,21.72,34.51,202.95,10.95,6.48,23.36,67.15,270.57,13.53,11.08,29.65,50.55,307.61,16.39,8.91,23.98,49.58,1030.02,Yes
2.326,3.625,28.27,116.7,75.2,0.36,14.62,96.9,465.56,85.3,1.81,-2.75,86.7,688.07,70.47,3.7,40.0,93.69,447.7,86.67,3.01,32.3,84.84,422.98,79.41,2.22,21.04,90.53,2024.31,No
4.334,5.589,21.63,74.7,38.81,9.96,30.32,48.75,97.8,46.5,6.11,22.33,56.44,160.18,10.99,6.4,27.97,68.24,206.95,30.27,7.91,20.13,21.05,102.36,31.64,7.6,25.19,48.62,567.29,Yes
4.889,5.085,17.61,17.3,15.56,8.2,24.87,23.15,354.92,40.61,10.39,18.46,50.19,198.65,49.3,10.49,26.52,62.54,58.16,10.61,10.14,16.97,25.77,279.26,29.02,9.8,21.7,40.41,890.99,Yes
1.742,1.872,56.46,271.0,95.8,4.9,36.89,78.6,476.74,78.0,2.51,20.45,71.6,739.35,52.91,1.07,28.91,74.67,415.08,57.68,0.37,7.57,78.13,561.98,71.1,2.21,23.46,75.75,2193.15,No
4.368,5.131,23.81,42.1,43.58,9.54,18.84,49.06,189.74,25.95,6.72,23.33,23.64,37.04,26.64,7.83,33.51,38.79,284.2,31.21,10.22,20.2,67.1,198.78,31.84,8.58,23.97,44.65,709.76,Yes
1.768,2.958,54.7,481.8,93.03,4.07,5.03,72.18,392.82,80.6,0.22,31.96,91.37,404.85,95.33,3.13,40.22,97.05,448.89,69.03,0.81,33.75,85.12,723.3,84.5,2.06,27.74,86.43,1969.86,No
3.256,1.718,52.74,188.8,75.15,5.64,23.57,82.72,377.55,56.67,3.47,19.69,80.91,721.21,66.62,3.22,23.44,85.82,554.09,66.85,5.45,17.54,85.85,621.18,66.32,4.44,21.06,83.82,2274.03,No
2.332,2.969,33.64,439.0,68.33,3.49,6.31,71.24,440.14,52.31,2.81,24.33,71.34,408.93,74.28,4.8,26.4,73.14,707.83,95.87,1.95,25.8,84.77,728.26,72.7,3.26,20.71,75.12,2285.16,No
4.488,4.358,15.26,23.7,40.97,7.44,29.58,32.6,148.23,49.33,7.47,22.53,35.05,41.11,29.6,8.27,28.9,60.88,204.09,11.29,9.71,16.11,50.82,256.89,32.8,8.22,24.28,44.84,650.32,Yes
4.74,4.003,17.72,21.8,36.47,9.8,26.87,20.81,273.29,22.94,9.99,26.13,37.14,50.47,13.78,10.99,33.37,52.49,38.79,26.08,10.37,30.6,25.91,0.01,24.82,10.29,29.24,34.09,362.56,Yes
3.941,2.296,43.64,107.6,94.24,4.73,4.77,98.0,493.44,84.61,4.91,32.05,97.53,699.1,99.73,1.1,10.24,89.09,649.89,76.73,0.44,37.08,98.83,527.07,88.83,2.8,21.03,95.86,2369.5,No
5.56,5.024,20.52,43.6,21.78,11.69,30.27,27.01,325.68,29.5,11.37,31.0,41.26,8.43,20.75,9.25,27.67,32.89,52.26,43.4,11.91,25.51,28.58,102.12,28.86,11.06,28.61,32.44,488.49,Yes
5.067,6.255,21.51,39.8,13.34,7.74,25.87,33.78,82.96,31.1,7.02,31.01,44.22,215.2,15.9,7.95,23.2,60.41,288.81,18.92,9.7,19.87,69.41,357.05,19.81,8.1,24.99,51.96,944.02,Yes
5.628,5.552,18.52,84.1,28.85,11.87,27.68,26.31,253.57,23.0,10.12,16.39,28.74,320.9,19.09,11.02,20.59,52.14,260.31,30.51,7.83,19.25,21.66,113.98,25.36,10.21,20.98,32.21,948.76,Yes
3.143,3.217,51.59,236.4,78.18,1.62,36.73,87.98,466.28,94.99,3.49,19.75,71.03,716.18,97.61,3.38,17.13,80.79,475.52,78.73,0.77,40.96,75.28,654.57,87.38,2.32,28.64,78.77,2312.55,No
2.62,3.015,44.14,419.5,87.55,4.63,19.96,80.62,725.04,52.71,0.92,15.98,88.42,378.08,85.97,3.35,19.24,82.7,569.81,58.09,0.65,9.48,91.29,595.61,71.08,2.39,16.16,85.76,2268.54,No
5.931,5.203,22.89,7.4,17.66,9.31,33.94,23.74,16.16,16.26,9.85,22.98,61.28,26.97,17.86,7.8,27.53,54.26,46.58,47.75,8.05,29.26,46.21,83.53,24.88,8.75,28.43,46.37,173.24,Yes
3.091,3.682,53.27,360.9,92.04,1.72,26.86,87.72,608.41,58.43,1.66,9.33,88.06,739.71,97.7,1.36,10.24,71.08,524.56,91.73,5.49,6.82,77.97,457.82,84.98,2.56,13.31,81.21,2330.5,No
1.562,1.807,37.11,347.7,72.45,1.22,24.46,87.0,571.67,54.53,5.56,24.61,77.92,632.78,65.9,3.04,12.06,96.41,747.74,58.06,0.14,5.97,87.7,440.23,62.74,2.49,16.78,87.26,2392.42,No
3.62,3.936,58.5,442.4,50.55,5.31,-1.25,95.54,480.07,80.5,0.23,33.56,73.35,529.01,90.87,4.17,-4.7,82.09,390.72,83.67,5.81,27.76,76.73,508.21,76.4,3.88,13.84,81.93,1908.01,No
2.82,3.05,39.13,215.5,90.47,0.41,9.01,71.17,380.21,67.67,1.17,8.42,94.63,436.12,89.01,4.05,11.32,86.4,541.66,56.42,5.44,23.48,96.41,683.93,75.89,2.77,13.06,87.15,2041.92,No
2.323,2.096,27.75,302.4,76.86,2.02,43.79,86.71,708.38,78.5,1.14,43.73,96.56,551.73,62.15,1.34,35.3,72.07,614.27,82.01,1.09,30.25,91.16,506.26,74.88,1.4,38.27,86.62,2380.64,No
3.587,1.744,56.99,436.2,86.93,1.58,30.75,83.16,612.66,65.63,5.02,-2.97,90.74,685.74,82.32,1.15,9.25,85.45,498.54,50.25,0.24,33.39,72.51,723.01,71.28,2.0,17.6,82.96,2519.95,No
5.119,6.293,19.68,27.5,15.67,6.02,25.64,25.36,146.9,33.57,7.65,18.5,58.74,355.05,14.02,6.93,34.2,21.89,366.61,10.19,11.24,21.15,66.93,118.85,18.36,7.96,24.87,43.23,987.41,Yes
6.434,5.658,19.08,28.0,39.24,7.45,18.43,46.49,108.75,35.16,6.71,28.1,34.16,0.09,15.08,11.6,32.35,31.68,291.89,34.34,11.83,22.47,54.07,23.83,30.96,9.4,25.34,41.6,424.56,Yes
3.877,2.428,30.84,209.6,61.95,2.99,9.58,85.48,625.99,88.86,4.26,5.28,73.48,578.42,59.95,0.51,21.35,79.8,658.56,65.71,5.87,32.93,71.73,565.83,69.12,3.41,17.28,77.62,2428.8,No
4.201,5.311,19.1,98.2,14.48,8.39,34.39,63.28,306.4,20.32,7.03,28.37,66.47,208.79,32.86,7.68,30.39,29.35,121.38,27.02,9.05,19.85,25.74,228.98,23.67,8.04,28.25,46.21,865.55,Yes
1.501,1.649,40.14,483.3,94.54,5.96,15.84,71.4,489.73,83.79,0.81,10.0,71.68,553.11,60.45,0.55,15.56,80.54,576.57,87.45,0.68,34.56,70.79,541.16,81.56,2.0,18.99,73.6,2160.57,No
3.203,3.07,30.72,305.8,63.86,3.36,31.9,72.44,568.41,80.88,1.77,42.65,85.61,443.44,55.39,3.25,13.76,75.78,386.51,78.33,3.59,2.09,88.05,731.99,69.61,2.99,22.6,80.47,2130.35,No
2.134,3.967,36.74,382.6,97.95,4.92,24.88,75.07,440.6,74.62,5.71,40.22,74.99,482.89,79.44,2.86,0.97,81.08,733.02,97.57,3.36,26.76,76.66,653.23,87.4,4.21,23.21,76.95,2309.74,No
6.185,4.388,23.23,25.5,27.09,11.41,24.09,29.85,59.95,28.92,10.58,34.94,59.37,328.88,39.91,11.37,16.53,66.5,148.65,46.86,6.45,29.3,56.78,373.84,35.7,9.95,26.22,53.12,911.32,Yes
6.046,4.1,23.9,99.2,21.76,7.26,30.31,32.65,324.59,14.11,6.76,34.58,53.69,317.58,22.97,10.06,26.88,50.16,255.95,33.01,8.57,20.52,58.43,84.85,22.96,8.16,28.07,48.73,982.97,Yes
