Slope,Elevation,TurbulenceIntensity,Quarter1-AirTemperature,Quarter1-RelativeHumidity,Quarter1-Precipitation,Quarter1-WindSpeed,Quarter1-WindGustSpeed,Quarter1-AirPressure,Quarter2-AirTemperature,Quarter2-RelativeHumidity,Quarter2-Precipitation,Quarter2-WindSpeed,Quarter2-WindGustSpeed,Quarter2-AirPressure,Quarter3-AirTemperature,Quarter3-RelativeHumidity,Quarter3-Precipitation,Quarter3-WindSpeed,Quarter3-WindGustSpeed,Quarter3-AirPressure,Quarter4-AirTemperature,Quarter4-RelativeHumidity,Quarter4-Precipitation,Quarter4-WindSpeed,Quarter4-WindGustSpeed,Quarter4-AirPressure,Yearly-AirTemperature,Yearly-RelativeHumidity,Yearly-Precipitation,Yearly-WindSpeed,Yearly-WindGustSpeed,Yearly-AirPressure,Label
26.47,1685.84,20.28,36.58,54.35,880.3,7.45,78.18,991.8,39.17,69.78,647.49,4.59,77.22,1005.56,24.97,83.44,30.87,7.06,76.96,981.28,18.57,38.54,1388.16,6.55,89.29,952.75,15.06,77.47,905.94,6.61,95.23,969.97,Yes
8.17,300.42,8.65,42.17,177.15,2799.02,2.2,31.38,943.76,47.42,143.34,3319.02,3.44,32.89,942.29,-35.39,96.04,2135.52,2.39,26.42,944.14,-38.07,93.12,2295.45,0.53,30.47,940.25,44.25,91.64,3574.64,2.97,28.48,1053.55,No
3.85,1253.53,6.61,-37.83,116.16,3566.25,0.24,25.42,1059.42,-36.06,128.33,2229.99,0.65,5.3,1058.39,-36.04,137.94,3300.77,3.37,25.52,946.79,-35,170.25,2524.42,2.37,29.48,1057.41,42.83,151.55,2175.93,0.03,34.61,1057.67,No
8.56,1159.4,3.84,49.18,129.27,3146.25,1.61,16.11,941.28,-38,143.67,3537.24,2.49,27.98,941.1,-34.52,169.44,2140.98,0.43,8.79,946.88,-39.77,146.55,3040.07,1.6,38.64,1058.76,46.63,116.89,3580.75,0.29,2.98,1051.57,No
4.23,1269.92,11.77,41.89,162.76,3876.8,0.39,36.49,942,47.23,129.81,3396.75,0.99,0.87,1053.11,46.13,149.71,2913.83,0.16,26.97,1059.45,42.39,115.95,2295.89,2,6.4,947.32,-31.01,146.79,3933.4,0.12,6.55,1060,No
16.17,1758.05,32.04,8.85,58.31,1518.55,6.7,62.35,953.62,14.12,1.04,756.3,7.33,58.66,953.29,19.63,36.37,1632.68,6.61,58.9,1019.89,30.02,68.85,542.1,6.96,81.49,1003.94,36.28,0.78,1417.47,7.49,75.16,998.99,Yes
0.37,968.74,11.23,48.93,119.03,2062.46,3.12,16.94,1053.27,45.64,147.92,2921.85,0.85,11.17,1058.06,49.37,175.82,2830.52,0.27,15.11,945,47.94,105.89,3212.87,2.6,32.43,1051.39,-35.71,177.95,3125.1,3.25,21.02,945.27,No
3.64,988.17,5.09,-37.18,135.8,3539.87,1.67,27.37,940.74,-39.47,150.96,3869.02,1.1,47.52,1058.35,42.75,103.39,2407.1,1.42,21.75,944.67,44.45,93.43,3037.41,0.29,10.31,1059.25,48.16,96.42,3921.49,0.47,25.65,943.64,No
0.66,1356.8,6.55,47.6,162.85,3410.53,1.17,17.73,1053.7,47.88,117.13,3027.53,1.7,8.87,945.64,43.02,170.66,2681.79,3.23,49.36,1053.47,-34.96,157,2038.65,3.08,10.61,948.11,-36.78,179.83,3981.94,3.32,32.99,945.5,No
27.2,2146.03,20.58,-12.36,71.11,751.24,6.79,64.1,952.18,29.34,72.49,346.55,4.48,51.15,1015.6,4.21,64.19,943.95,7.86,73.54,1028.76,23.72,86.05,1594.48,6.93,94.45,1027.41,-5.11,47.85,1520.76,5.19,53.64,983.9,Yes
26.93,2724.64,20.68,-7.94,82.65,117.85,6.65,85.05,963.89,-28.1,11.96,260.59,7.85,54.85,1039.05,-6.5,85.7,1290.33,7.05,97.1,961.47,22.63,63.31,896.79,4.67,57.18,1024,13.33,4.72,641.6,7.14,65.49,954.12,Yes
11.85,134.49,0.01,43.13,151.62,2622.56,1.97,29.71,948.23,-36.59,113.12,3500.02,1.36,41.24,1052.88,-31.6,127.53,2361.57,1.39,4.29,1056.06,-31.31,155.83,2824.8,2.66,23.3,947.3,-32.47,167.89,2734.83,1.17,35.38,941.42,No
16.67,1752.31,37.46,13.06,79.13,510.42,4.31,79.62,954.15,-20.27,46.49,1030.38,4.1,59.9,967.72,-17.17,30.77,937.21,5.04,56.89,1008.29,-22.54,51.95,237.71,4.64,90.84,985.59,-0.57,78.84,612.59,7.56,79.49,1008.35,Yes
17.5,2977.98,23.43,29.24,52.39,345.95,4.18,55.99,1029.09,32.69,32.25,853.9,5.62,89.28,955.72,-9.14,44.4,1027.41,6.81,86.96,1033.3,-3.35,52.9,1456.22,6.55,84.91,963.54,24.12,70.62,648.41,5.69,85.57,1013.4,Yes
16.94,2206.66,23.24,-15.23,47.09,1304.25,5.44,61.58,981.37,23.1,54.38,885.43,6.26,84.98,1003.04,25.39,32.73,70.25,7.46,75.63,1047.32,-25.57,36.62,878.61,6.4,56.66,963.82,-29.45,46.2,1382.87,7.92,63.89,999.51,Yes
13.59,620.35,16.34,-38.32,119.53,3867.51,3.39,37.05,943.29,44.75,109.64,3336.25,1.27,17.61,1058.96,41.43,152.83,2782.78,1.61,35.93,1059.8,45.93,93.32,3801.38,1.86,18.55,941.62,-32.78,111.93,2248.13,0.2,3.86,1059.63,No
16.12,2840.49,26.66,1.2,31.64,319.07,6.15,67.54,995.29,31.32,36.62,1614.35,5.69,82.92,1020.78,23.85,83.52,1250.54,7.37,87.04,1004.22,28.7,49.22,507.09,7.75,67.88,1000.73,31.59,58.08,1516.97,5.35,72.53,967.28,Yes
15.51,2145.28,20.63,-19.97,14.32,389.06,5.89,75.89,1035.48,34.12,32.8,1822.25,5.59,68.45,1018.96,-22.23,14.98,1047.94,7.51,55.52,1029.58,11.36,65.46,1410.71,5.78,84.49,984.87,-25.81,5.74,870.08,5.12,56.61,1037.79,Yes
6.85,19.94,9.2,-31.92,157.13,2441.6,0.51,18.36,940.69,48.65,141.62,3155.36,2.38,10.63,943.86,49.04,139.31,2898.7,1.67,32.52,1051.97,44.02,167.27,2752.15,2.45,6.18,940.21,-31.64,114.49,3597.19,2.48,42.63,1058.16,No
22.84,1845.72,37.49,13.23,38.25,1546.06,6.58,56.35,1010.55,2.17,86.67,741.42,7.74,84.03,1025.18,14.96,15.34,981,5.61,76.78,953.36,-4.86,20.55,1771.61,5.73,66.76,971.45,-17.26,25.66,1620.73,4.39,99.06,1012.66,Yes
13.51,604.97,1.59,-35.26,99.96,2234.22,1.23,5.39,1052.63,43.44,170.55,2677.89,2.86,2.16,1055.67,-35.72,170.26,2492.08,1.88,4.74,1058.8,-35.75,142.24,3648.56,1.04,42.25,947.81,47.28,92.23,2883.19,1.28,46.18,1058.69,No
2.24,1450.46,6.58,42.51,146.48,2643.65,2.76,36.45,1057.19,44.37,93.29,3710.82,0.47,8.83,1057.44,47.72,138.44,3898.83,0.59,43.9,1057.66,48.57,119.74,3352.49,0.58,38.16,947.78,43.66,120.45,2709.89,3.47,39.77,941.67,No
10.93,986.14,16.96,46.08,120.56,2188.96,3.2,31.72,942.66,44.43,156.69,3857.09,1.92,2.49,1059.91,43.67,138.27,2507.19,1.37,34.11,1059.74,48.73,177.59,3492.71,0.98,18.55,1054.31,-37.92,122.75,2635.18,0.96,42.97,1056.91,No
3.42,738.51,14,-32.21,106.95,3858.87,3.48,30.27,1051.96,-32.3,136.16,3622.27,0.27,4.23,1059.02,47.62,141.08,2374.87,3.06,40.37,1051.33,42.19,160.68,3585,0.82,47.26,1054.94,45.76,145.38,3968.12,2.66,5.44,1057.89,No
3.34,838.06,8.91,48.11,117.68,2393.31,0.7,12.47,1056.75,45.49,178.13,2440.59,2.3,43.68,948.61,43.92,92.26,2086.59,2.48,5.04,1056.44,43.63,101.92,2131.54,2.71,27.48,948.72,-31.5,115.63,2606.55,1.18,9.06,942.16,No
5.43,661.89,17.68,-36.47,127.21,3133.75,2.11,41.34,1054.78,-33.64,119.89,2433.49,1.28,3.99,1055.1,43.79,167.47,3135.82,0.02,0.58,1054.09,42.79,164.71,2012.66,0.22,6.92,945.71,-38.46,105.89,2749.82,2.7,4.85,946.25,No
22.24,2269.94,28.07,-19.22,60.28,306.01,6.69,73.79,963.88,12.7,71.8,454.34,6.43,60.32,956.33,2.44,34.66,817.24,4.27,69.03,987.13,-22.17,40.08,984.69,4.37,70.65,1010.2,-24.89,52.43,660.38,5.66,75.03,996.79,Yes
20.36,1757.8,38.33,23.05,70.75,1820.57,4.76,80.15,1000.79,16.46,84.36,1122.3,6.92,64.42,998.84,-23.05,74.8,1292.53,6.03,64.85,976.21,-25.18,41.89,1189.67,7.06,99.08,1046.71,-28.61,6.04,954.47,6.25,91.75,1038.35,Yes
27.39,1603.23,30.73,36.71,36.72,990.27,6.42,56,982.42,0.78,62.92,1320.66,7.98,70.93,960.03,-14.71,38.47,415.45,7.04,57.64,1010.59,8.89,9.56,1193.3,4.5,85.04,1024.2,19.52,29.8,140.71,4.88,50.15,1002.65,Yes
23.91,2416.45,39.9,-26.92,78.11,1097.02,7.45,69.5,953.23,-20.43,85.89,1941.7,5.26,67.63,1041.64,-0.55,4.02,253.87,6.49,74.1,987.88,21.83,80.27,1917.73,4.29,84.61,952.46,24.26,78.92,274.96,5.08,53.06,983.32,Yes
29.48,2252.77,21.5,-6.07,29.24,1282.79,4.15,99.87,1035.57,20.94,51.74,1597.68,6.78,62.96,1024.01,30.98,25.07,1173.91,5.52,77.63,1020.92,38.24,65.26,95.94,7.17,84.85,1009.45,-23.18,80.93,1814.67,7.83,70.02,1003.74,Yes
24.38,1578.23,22.41,9.18,9.04,1870.96,7.17,74.74,957.84,-2.12,22.2,1681.61,6.41,79.49,1044.01,3.46,36.91,381.71,4.56,94.65,1019.28,-18.5,43.76,1055.04,6.91,91.7,996.97,-19.75,69.1,336.62,5.59,98.02,1035.59,Yes
23.85,2942.99,33.48,-25.86,55.71,228.29,5.03,75.81,1017.23,34.13,48.85,361.1,6.85,59.33,1010.23,18.37,18.63,239.16,5.92,93.56,976.56,1.51,18.32,1953.83,7.87,80.73,962.33,-3.53,38.43,1162.02,4.74,63.38,1010.9,Yes
23.01,2888.15,30.39,20.77,15.26,1245.91,6.21,73.83,987.24,31.34,6.98,1325.02,5.28,70.53,998.08,16.9,70.69,50.4,7.1,70.96,1040.66,12.69,88.4,861.46,4.45,52.17,980.15,-22.85,48.39,1753.93,4.6,59.23,968.08,Yes
2.28,1405.89,11.19,48.03,157.26,3372.54,1.74,2.78,941.39,47.88,166.63,2372.95,2.13,4.51,945.81,-39.48,147.36,2826.74,1.28,10.62,1054.3,45.98,144.24,2780.32,0.85,32.46,947.54,47.56,152.79,3982.42,1.23,13.81,1056.64,No
8.89,1013.71,5.85,41.73,126.31,2778.11,3.3,22.61,940.06,41.03,166.39,2826.94,2.89,38.13,948.82,49.26,161.18,2697.56,2.87,12.87,941.52,49.21,123.09,3359.26,2.51,13.57,1054.52,-38.33,120.32,3286.86,1.88,42.59,1059.77,No
16.65,2939.53,28.35,18.52,15.39,987.61,4.57,53.83,951.7,18.9,82.55,1694.72,6.73,55.53,1046.88,1.33,6.06,37.93,7.41,87.83,974.89,-27.46,23.65,95.56,5.99,72.13,952.73,26.05,62.59,1868.94,5.06,62.44,1005.66,Yes
14.01,1138.86,16.31,-33.13,140.52,2713.22,0.97,26.56,1053.2,47.18,163.03,2863.11,0.71,22.61,945.67,-32.13,103.11,3032.43,2.97,14.81,945.45,-33.77,131.2,3284.35,0.76,41.35,1054.76,44.46,121.64,3812.67,0.13,48.96,947.62,No
14.06,692.44,9.37,46.03,110.59,2693.25,0.1,37.25,1058,-36.91,122.41,3450.42,2.2,39.52,941.02,-35.84,119.66,2048.62,1.81,37.04,1056.64,48.52,162.97,2598.07,1.47,20.12,941.94,-35.99,155.77,3881.03,0.57,7.37,944.65,No
1.3,488.55,7.94,-39.19,100.9,3227.9,1.28,17.75,941.02,44.12,176.72,2591.25,0.34,39.91,1054.92,-36.43,104.37,2933.11,1.6,5.98,1051.9,41.3,120.13,2011.21,0.83,44.89,943.77,-32.8,92.18,2895.82,2.86,25.7,948.35,No
24.51,2120.09,38.63,11.66,78.66,1627.65,5.52,58.03,1031.44,-7.09,71.03,1127.84,7.6,60.01,973.42,-18.68,88.13,54.02,4.94,97.66,1025.87,13.93,36.35,1339.15,7.44,58.56,1045.65,25.86,52.63,357.98,4.85,53.88,1007,Yes
21.5,1770.08,31.61,-14.3,53.77,685.53,7.17,97.04,987.65,-20.84,78.49,1099.05,6.35,92.73,1008.6,18.77,61.85,346.66,6.39,86.96,961.59,23.13,44.56,1465.17,6.57,92.06,977.22,-15.63,26.26,1627.75,7.5,76.27,1013.72,Yes
28.23,2352,31.23,14.7,52.36,906.6,6.86,87.68,984.92,2.17,75.51,1580.18,4.07,58.16,1025.85,-3.89,41.12,1219.6,4.87,84.79,962.5,39.07,14.35,242.75,7.55,92.86,1002.75,-9.28,19.61,1164.99,5.83,81.05,1019.53,Yes
0.12,402.48,8.06,-37.48,177.97,3435.23,2.12,31.54,943.81,42.58,130.38,3901.9,1.52,4.93,1058.97,47.83,170.45,3276.86,2.99,46.96,1052.92,-32.42,149.71,3819.06,0.93,9.67,942.55,42.39,108.08,3054.21,0.09,45.26,944.63,No
21.71,2091.71,38.46,-13.46,5.55,623.16,4.72,78.11,1036.94,29.48,46.29,1671.06,4.66,98.29,999.41,-28.5,1.45,419.69,6.02,51.79,952.15,39.19,46.5,1322.34,6.56,80.07,981.45,19.17,33.61,892.8,6.49,81.31,973.75,Yes
26.2,1894.29,31.23,35.89,68.03,837.32,6.92,73.97,1033.5,29.81,59.63,935.55,7.6,57.17,1009.97,-4.67,25.32,1860.39,6.55,56.04,1024.28,23.29,31.12,1416.99,4.34,73.71,983.41,5.24,12.15,1239.24,5.87,94.28,985.25,Yes
28.71,2789.17,29.48,-22.59,4.5,1513.88,6.32,57.07,979.51,17.61,80.76,834.7,5.9,59.9,962.18,-29.07,37.54,1913.72,6.64,75.16,980.28,-5.6,60.33,508.36,5.8,66.69,991.62,-22.37,74.3,1834.86,4.73,57.07,1016.49,Yes
5.78,105.17,13.4,49.39,121.15,3988.67,3.14,30.65,1053.53,42.31,117.21,3435.29,0.36,42.93,1054.76,42.86,106.6,3076.96,1.32,32.16,942.17,-39.48,142.81,3389.94,0.33,25.85,1054.25,-37.55,118.46,3893.88,1.95,26.02,1058.61,No
16.95,1603.27,22.92,-24.19,51.2,1675.09,7.05,97.61,978.66,-5.81,88.3,69.19,7.16,58.94,1011.41,-20.47,73.19,1190.32,7.99,95.92,1044.15,25.09,89.63,985.09,4.96,52.09,954.3,-21.61,20.02,1818.56,4.84,98.38,960.52,Yes
7.7,486.44,1.34,-38.52,159.5,2498.02,2.91,13.49,1052.82,-33.07,175.45,2075.1,0.13,19.76,1058.58,44.7,153.2,2113.06,1.89,11.28,943.03,49.12,118.84,3175.4,1.35,10.23,1057.74,-37.08,168.58,2430.13,0.34,46.17,945.29,No
10.98,1122.75,7.8,49,127.22,2618.58,0.85,20.71,940.87,-36.1,92.08,3543.35,1.76,46.62,1059.46,42.75,147.36,2701.64,1.8,42.88,1052.86,-32.87,171.7,2284.6,0.89,44.15,942.85,-37.82,147.79,2109.17,1.22,13.25,948.54,No
2.85,678.04,14.71,47.24,112.11,2252.92,2.45,49.13,944.41,-36.44,150.51,2855.88,2.1,0.17,947.14,47.82,151.26,3409.64,2.28,32.75,941.51,43.06,146.52,3744.87,0.3,37.9,941.81,-35.77,177.16,2491.9,2.04,2.64,948.85,No
8.83,162.02,17.14,42.75,141.7,3559.39,2.26,13.56,1058.66,48.13,124.74,2513.67,1.57,26.59,1054.33,-36.02,97.3,3017.44,2.68,0.93,948.73,-36.06,152.26,3660.33,3.35,7.77,947.56,-38.26,129.83,2810.99,2.98,12.51,1055.08,No
21.13,1878.97,34.81,26.29,46.58,898.4,5.12,84.57,1016.02,-20.19,0.36,1798.67,4.1,86.95,979.04,11.29,62.62,744.04,5.33,93.11,984.82,-29.23,16.26,692.83,4.68,60.27,1035.2,1.92,72.28,299.33,5.47,51.85,1028.31,Yes
28.73,2471.49,24.25,31.93,5.2,1094.9,6.44,93.29,1016.03,22.34,3.38,1669.15,5.04,70.96,1024.91,-22.93,51.97,1460.78,4.9,51.6,1015.18,39.86,44.37,1410.36,6.74,53.87,1005.48,11.7,44.58,1135.74,5.51,73.81,995.9,Yes
12.81,18.56,10.23,-38.92,144.67,3651.9,1.35,16.41,944.16,-36.17,174.31,2589.99,2.88,23.28,1051.82,-34.24,116.42,2823.36,1.84,47.28,1059.96,-34.75,114.81,2680.79,1.96,27.97,948.3,47.48,114.99,3807.84,0.73,49.07,1059.66,No
25.93,2789.27,30.24,2.88,52.07,147.24,6.83,71.92,1016.43,34.39,82.06,1540.37,7.29,91.39,1045.89,-8.46,12.31,1403.72,4.58,95.72,969.62,-26.43,75.31,669.49,5.99,73.62,1005.53,0.78,1.94,361.48,5.08,98.69,1006.77,Yes
23.26,2061.82,23.56,21.97,75.39,334.18,5.61,72.32,1006.88,-21.51,58.8,1953.33,5.46,60.18,968.04,0.43,42.69,1789.3,6.86,68.14,1006.51,-11.49,0.24,1445.7,7.21,52.17,1019.02,13.14,41.64,1438.8,4,95.87,955.27,Yes
17.28,2439.41,31.79,-22.8,42.49,1244.95,6.28,99.11,985.44,24.73,76.07,828.17,6.5,97.23,1023.61,19.32,74.74,1868.14,7.62,72.65,1016.31,26.8,51.24,774.35,7.28,61.38,1003.7,12.17,63.53,1846.66,4.33,99.75,1047.21,Yes
24.54,2578.71,30.61,23.98,5.91,1733.18,5.67,62.18,978.91,36.48,31.69,33.5,5.9,72.17,1025.58,11.88,15.72,358.95,4,82.93,990.66,28.75,35.61,417.52,6.95,96.83,1012.53,-5.19,85.08,1560.53,4.42,63.11,978.87,Yes
12.34,1083.08,2.24,45.46,106.66,3528.27,0.18,35.37,948.61,44.88,91.88,2287.33,3.39,13.54,941.24,48.8,167.82,3841.94,2.37,38.28,944.46,45.09,161.63,3507.84,1.44,44.8,946.22,44.72,161.92,3552.15,0.39,38.88,1055.93,No
27.49,2685.07,36.5,21.75,1.87,1271.11,4.41,59.34,977.67,11.42,62.79,1068.19,7.38,93.73,1014.61,33.71,5.96,998.95,6.11,97.6,1012.74,30.19,59.16,540.77,5.57,94.48,1016.37,-21.15,83.08,1263.93,4.92,62.22,1034.55,Yes
11.67,1123.3,15.92,47.28,108.71,2364.83,0.57,26.92,944.02,-36.79,121.99,2148.85,0.35,7.81,1059.97,-33.25,117.91,2866.11,2.63,19.41,943.51,45.94,111.09,2644.08,0.59,4.63,1052.79,41.27,93.13,2765.35,2.37,30.98,942.74,No
2.93,1108.9,1.96,45.28,141.42,2885.43,0.7,29.48,1055.52,46.05,94.55,2718.11,3.39,28.35,1053.52,48.95,142.64,3407.65,3.1,40.1,946.49,44.51,123.94,3328.88,1.35,38.94,1059.22,-38.87,100.28,2649.18,0.71,21.24,945.7,No
8.85,838.69,9.66,-36.4,172.34,2026.78,1.25,29.45,940.5,-37.75,135.22,2643.25,0.65,26.6,1054.4,45.86,120.12,3342.84,0.56,35.91,1056.68,-33.99,157.66,3665.35,3.49,9.56,941.27,-31.61,125.58,2370.43,1.2,16.41,946.87,No
7.57,651.75,14.53,48.98,172.86,3070.91,3.33,45.5,1059.63,-33.9,147.35,2548.52,0.8,39.34,1057.05,49.42,96.08,2462.3,3.32,20.64,1052.45,-33.03,146.66,3085.52,0.83,0.24,948.83,45.41,126.29,3120.98,2.44,22.73,940.87,No
4.32,250.32,2.04,45.34,166.52,2284.13,2.32,27.3,1058,-35.31,100.83,2825.85,1.6,25.18,941.07,49.89,101.09,2453.48,2.17,2.39,942.81,43.92,132.09,3325.47,0.78,16.79,1053.16,47.75,161.76,3604.1,2.22,45.22,944.12,No
3.12,948.52,9.22,-39.18,138.4,2390.8,0.85,45.27,1055.08,48.16,136.94,3445.63,3.29,3.47,940.41,42.54,92.21,3797.79,3.36,17.12,1054.85,44.31,129.16,3235.59,2.5,8.78,947.66,-34.67,147.45,3130.39,1.39,8.36,940.09,No
6.04,158.91,5.24,-35.26,178.24,3999.51,2.44,46.58,1054.16,43.21,141.67,2113.97,3.02,26.29,1051.5,-34.77,137.88,3650.95,2.75,18.02,948.31,47.02,129.9,3667.14,0.34,41.89,947.86,-31.32,108.03,3579.67,1.18,33.65,1054.49,No
2.96,657.51,14.71,45.49,158.66,3514.66,1.45,45.04,941.71,46.5,91.55,3205.45,0.51,8.39,948.09,-34.97,113.94,2879.11,2.44,25.35,944.88,43.08,107.42,2607.58,0.75,15.1,946.3,-37.31,168.17,3263.68,1.71,18.15,944.19,No
0.66,792.59,6.6,47.65,168.05,3849.38,1.21,36.27,1053.89,-34.26,141.51,3287.87,0,47.44,946.47,45.2,106.05,3198.06,2.36,41.52,942.16,44.19,177.41,2268.21,3.02,29.39,1053.55,44.5,154.37,3527.03,1.33,46.3,1058.66,No
15.28,2823.44,30.9,10.09,30.39,965.76,5.22,66.31,961.07,25.76,31.17,1000.63,6.54,50.79,1011.43,23.28,12.83,813.72,7.43,95.09,978.2,33.12,42.51,1125.37,7.54,87.24,1002.18,11.56,24.9,578.52,6.65,55.93,1024.75,Yes
16.58,1814.63,33.02,-9.5,59.65,149.6,7.01,52.18,971.34,-10.41,85.82,740.31,6.25,82.47,970.69,-5.9,59.72,1218.44,4.73,65,964.74,-19.37,4.4,1890.46,7.35,86.74,1037.66,28.93,36.95,398.88,4.96,96.82,959.55,Yes
11.43,1471.67,9.29,-33.79,94.61,2902.04,3.25,28.05,948.03,-37.1,133.81,3453.42,3.08,17.1,1055.91,-32.78,177.61,2263.18,1.07,22.51,1054.3,-39.99,130.81,3259.26,0.31,11.34,1053.01,42.38,171.39,2557.16,3.16,9.72,947.21,No
28.12,2176.24,39.69,33.05,63.52,1735.95,6.46,99.01,1045.27,30.21,23.71,156.42,6.66,50.4,1005.67,-24.89,0.42,1666.93,7.61,82.66,978.85,12.49,73.79,1905.75,7.41,97.09,1001.86,23.68,35.55,1566.77,5.44,61.42,955.06,Yes
9.97,936.77,12.72,-31.37,118.09,3058.19,0.26,39.21,1053.75,-35.67,146.01,3870.48,1.13,7.33,1053.84,46.96,93.25,3171.14,0.34,23.09,941.18,-31.62,103.24,3850.66,2.71,46.47,1056.16,46.73,92.48,2997.17,0.5,2.1,1054.9,No
28.05,2793.11,37.5,13.36,1.42,938.97,7.4,87.09,960.94,31.04,25.82,1680.75,6.91,76.34,952.95,23.14,27.91,1795.2,6.36,66.14,957.82,-1.77,6.76,638.62,7.44,69.54,960.57,28.04,44.52,1885.95,7.75,66.24,979.8,Yes
8.93,744.6,6.33,-38.59,163.85,3137.66,2.49,2.17,1051.19,-38.65,130.83,3470.85,3.14,37.91,946.98,-38.39,141.39,2339.25,1.83,8.79,943.58,-36.73,173.22,3493.23,1.73,37.87,943.57,46.18,176.36,2311.29,0.92,34.02,1051.38,No
25.43,2452.81,33.35,20.44,79.31,256.31,5.32,87.57,1044.42,-26.49,51.14,677.21,5.46,66.07,999.37,32.5,44.41,1157.26,6.43,88.86,1027.86,-29.91,83.99,1818.54,5.88,69.61,968.41,22.46,26.33,1535.49,6.58,90.36,1039.32,Yes
24.74,2356.46,23.03,9.78,25.2,226.87,6.35,67,976.83,-24.12,72.9,206.84,7.9,88.46,1043.13,13.08,13.92,1607.53,4.65,68.58,1003.73,12.02,40.66,434.69,5.92,92.78,967.09,-6.64,63.84,634.46,4.26,68.7,1022.25,Yes
7.92,548.08,17.46,-32.28,136.26,2798.79,1.39,48.38,1057.81,42.59,112.73,2270.59,3.4,3.77,1058.41,-36.52,162.77,3079.4,2.73,17.56,945.69,46.49,120.96,2816.02,0.07,1.8,944.61,-33.28,168.45,2751.43,0.39,19.33,940.68,No
20.4,2890.52,24.27,16.31,39.58,903.2,6.29,74.71,1031.33,7.96,42.78,40.5,4.15,76.24,990.95,-1.99,5.36,1769.21,6.74,91.23,983.57,-17.46,88.84,856.87,6.96,71.26,1035.16,9.76,16.9,1888.63,6.77,51.95,1037.25,Yes
13.48,1351.77,12.24,-32.48,124.81,3645.14,2.14,5.52,945.76,45.9,140.78,2766.09,2.52,23.42,1053.64,42.42,121.47,2507.21,2.19,45.81,1056.83,-35.01,168.97,2010.14,0.21,35.93,941.56,42.07,130.24,3078.87,0.86,35.08,943.21,No
23.32,2752.79,38.94,-22.66,1.77,770.96,4.25,62.75,982.94,-3.13,7.66,148.86,4.12,82.11,991.12,-7.25,65.31,495.89,5.83,89.25,1017.86,25.96,39.23,1640.77,7.19,69.59,994.82,22.49,86.51,1390.5,7.43,78.51,1038.32,Yes
14.35,18.11,0.53,46.64,132.82,3566.43,0.78,8.17,1057.13,42.1,121.38,3557.56,2.87,11.04,946.48,47.72,104.3,3265.56,2.9,4.1,941.15,-37.77,132.87,2377.01,2.93,29.6,943.96,47.85,153.02,3977.26,2.06,37.67,1059.94,No
26.78,1620.74,32.98,28.97,76.12,912.06,5.15,69.41,997.6,35.96,45.64,923.74,4.88,76.5,1010.2,-8.86,69.91,742.51,5.43,61.87,963.26,8.78,19.72,1376.53,5.75,56.33,1019.37,6.69,3.86,1667.36,6.16,99.38,1048.01,Yes
5.33,566.81,17.81,-35.57,110.54,3231.37,1.45,44.93,1057.25,46.26,103.3,3346.54,1.77,11.67,943.75,-36.2,124.3,2312.3,3.34,46.59,945.63,49.69,145.98,3759.43,2.97,41.57,1055.91,48.65,162.11,2357.07,0.78,0.6,942.94,No
27.1,1658.8,37.11,7.81,0.05,1284.16,4.91,99.9,1001.39,14.03,17.58,1625.97,4.32,54.09,1014.19,8.78,29.03,1888.15,4.12,57.24,1027.16,-5.71,10.44,1754.84,4.4,63.25,997.44,-0.96,29.01,1653.95,7.83,61.36,976.65,Yes
26.91,2889.73,39.76,-21.35,24.51,1884.08,4.94,98.63,1031.06,20.41,88.84,1159.11,4.76,94.02,1019.44,16.94,60.66,347.77,6.67,60.23,991.6,2.01,25.72,1183.01,7.46,54.77,1032.48,-4.86,85.63,43.26,5.95,53.21,976.14,Yes
9.71,1450.18,1.94,-38.76,93.57,3110.22,3.24,48.02,943.63,47.27,100.96,3982.35,2.09,23.16,1059.8,-36.83,145.85,2056.28,2.34,39.34,1059.2,-32.55,179.76,3936.85,0.89,9.76,1054.2,-37.1,126.35,2186.91,1.06,24.58,943.35,No
27.58,2795.75,38.82,6.87,45.01,827.42,5.51,64.6,1033.67,32.44,0.13,376.78,6.69,55.91,1026.08,-7.81,16.04,565.64,6.25,74.84,1040.08,29.65,15.61,22.98,4.82,68.71,1005.33,5.89,59.13,1718.26,4.22,92.52,1033.72,Yes
24.73,2016.62,27.06,-13.28,4.77,80.89,5.3,75.89,1034.75,11.6,72.08,26.62,4.31,79.88,989.31,39.85,13.84,1434.58,4.71,54.4,1017.62,36.43,9.09,1902.09,6.13,77.75,958.11,-27.7,89.94,444.48,6.39,58.02,958.14,Yes
6.35,204.07,3.5,45.99,106.32,3796.91,2.4,18.74,942.26,-33.37,162.76,3712.11,0.27,32.14,1057.92,47.01,158.69,2082.73,2.15,31.98,941.98,49.85,140.28,2631.72,3.38,45.25,1055.72,-38.59,120.18,2697.44,2.45,9.05,947.57,No
22,2059.65,39.19,21.18,90,719.97,5.84,67.05,958.88,-15.91,72.02,1216.95,5.91,56.76,987.65,25.44,88.33,949.47,7.51,96.21,1032.23,-6.7,41.6,1860.56,6.79,68.11,1015.7,-29.41,69.38,544.75,4.3,91.77,1020.16,Yes
